Age,Working class,Education,Marital status,Occupation,Relationship,Race,Sex,Hours per week,Country,Salary
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,24, United-States, <=50K
18, Private, 10th, Never-married, Sales, Own-child, White, Female,35, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,35, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Female,60, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
18, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Female,4, United-States, <=50K
20, Private, 9th, Never-married, Adm-clerical, Unmarried, Black, Female,20, United-States, <=50K
18, Private, 12th, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,38, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,20, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Other-service, Own-child, Black, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,30, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,55, United-States, <=50K
19, ?, 11th, Never-married, ?, Unmarried, White, Female,30, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,30, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,16, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,30, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Own-child, White, Male,45, United-States, <=50K
22, Federal-gov, Bachelors, Never-married, Tech-support, Own-child, White, Male,8, United-States, <=50K
20, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,70, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,8, United-States, <=50K
20, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,50, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,40, United-States, <=50K
25, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,43, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,35, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,10, United-States, <=50K
18, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male,36, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,30, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,49, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,10, United-States, <=50K
23, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,20, United-States, <=50K
21, ?, HS-grad, Never-married, ?, Own-child, Black, Female,30, United-States, <=50K
19, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,50, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,15, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,35, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
21, Federal-gov, 12th, Never-married, Adm-clerical, Own-child, Black, Male,25, United-States, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
25, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,14, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K
25, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,50, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Black, Male,20, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,35, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,13, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,20, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,7, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,5, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female,40, United-States, <=50K
22, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
24, Private, 9th, Never-married, Handlers-cleaners, Own-child, White, Male,12, United-States, <=50K
23, State-gov, 12th, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, <=50K
18, ?, HS-grad, Never-married, ?, Own-child, White, Female,35, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,35, United-States, <=50K
22, Private, 12th, Never-married, Other-service, Not-in-family, White, Male,35, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,30, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,60, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,35, United-States, <=50K
24, Self-emp-not-inc, 7th-8th, Never-married, Farming-fishing, Own-child, White, Male,50, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K
23, ?, Bachelors, Never-married, ?, Own-child, White, Male,50, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,45, United-States, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,53, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,48, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,30, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K
21, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,39, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,55, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,20, United-States, <=50K
25, Self-emp-not-inc, 9th, Never-married, Craft-repair, Not-in-family, White, Male,15, United-States, <=50K
21, Private, 7th-8th, Never-married, Farming-fishing, Unmarried, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,32, United-States, <=50K
23, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,44, United-States, <=50K
18, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,30, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,8, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,60, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,30, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States, <=50K
22, Federal-gov, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,12, United-States, <=50K
25, ?, HS-grad, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,30, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,50, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,35, United-States, <=50K
24, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,30, United-States, <=50K
20, Private, 7th-8th, Never-married, Machine-op-inspct, Other-relative, White, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,50, United-States, >50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States, <=50K
24, Self-emp-inc, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,50, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,20, United-States, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, Black, Male,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,23, United-States, <=50K
22, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,10, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,20, United-States, <=50K
18, ?, HS-grad, Never-married, ?, Own-child, White, Male,60, United-States, <=50K
22, ?, HS-grad, Never-married, ?, Own-child, White, Female,40, United-States, <=50K
23, Private, HS-grad, Divorced, Priv-house-serv, Unmarried, White, Female,40, United-States, <=50K
19, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
21, ?, HS-grad, Never-married, ?, Other-relative, White, Male,60, United-States, <=50K
18, Private, 9th, Never-married, Other-service, Own-child, Black, Male,15, United-States, <=50K
24, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
22, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,20, United-States, <=50K
25, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,40, United-States, <=50K
24, Private, 12th, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
24, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
20, Private, 11th, Married-civ-spouse, Sales, Other-relative, White, Female,50, United-States, <=50K
22, Private, 10th, Never-married, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Other-relative, White, Female,15, United-States, <=50K
19, ?, HS-grad, Never-married, ?, Other-relative, Black, Male,20, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,25, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Male,20, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Other, Male,40, United-States, <=50K
20, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,28, United-States, <=50K
20, Private, 10th, Never-married, Handlers-cleaners, Unmarried, White, Male,50, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Black, Female,10, United-States, <=50K
18, Private, 12th, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
24, ?, HS-grad, Never-married, ?, Not-in-family, White, Female,32, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,25, United-States, <=50K
19, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States, <=50K
19, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Male,60, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,8, United-States, <=50K
23, ?, HS-grad, Never-married, ?, Not-in-family, White, Male,40, United-States, <=50K
20, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,20, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,50, United-States, <=50K
24, ?, Bachelors, Never-married, ?, Not-in-family, White, Female,40, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,20, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,45, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,20, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Female,35, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,60, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,22, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
24, Private, 11th, Never-married, Other-service, Not-in-family, Black, Female,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,15, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,35, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,40, United-States, <=50K
22, ?, HS-grad, Never-married, ?, Own-child, Black, Male,30, United-States, <=50K
23, Private, 7th-8th, Never-married, Other-service, Own-child, White, Male,35, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,24, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,15, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,45, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,30, United-States, <=50K
18, ?, 12th, Never-married, ?, Own-child, White, Female,25, United-States, <=50K
20, Private, 12th, Divorced, Other-service, Not-in-family, White, Female,10, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,30, United-States, <=50K
23, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K
18, ?, 11th, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,16, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,40, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
22, Private, 10th, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,84, United-States, <=50K
23, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,33, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Black, Male,8, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,35, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,20, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,30, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,48, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,52, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,30, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,30, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,30, United-States, <=50K
21, Local-gov, 12th, Never-married, Other-service, Own-child, Black, Male,20, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,33, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,40, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Other-relative, Black, Female,30, United-States, <=50K
25, Private, Bachelors, Never-married, Tech-support, Unmarried, White, Male,40, United-States, <=50K
18, ?, HS-grad, Never-married, ?, Own-child, Black, Female,25, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,37, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,35, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,22, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Female,32, United-States, <=50K
18, Private, 9th, Never-married, Sales, Own-child, Other, Female,32, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,48, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,30, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
22, ?, HS-grad, Never-married, ?, Unmarried, Black, Female,40, United-States, <=50K
18, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
24, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
19, State-gov, 11th, Never-married, Other-service, Own-child, White, Male,30, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,15, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,21, United-States, <=50K
23, State-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,38, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,35, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,40, United-States, <=50K
19, Local-gov, HS-grad, Never-married, Craft-repair, Other-relative, Black, Female,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
22, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,40, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,40, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Male,27, United-States, <=50K
25, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,31, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,50, United-States, <=50K
20, Private, Preschool, Never-married, Other-service, Own-child, White, Male,32, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,12, United-States, <=50K
20, ?, 11th, Never-married, ?, Other-relative, White, Male,40, United-States, <=50K
25, Private, 10th, Married-civ-spouse, Protective-serv, Wife, Black, Female,50, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,30, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,30, United-States, <=50K
18, Private, 11th, Never-married, Transport-moving, Own-child, White, Male,16, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,11, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
18, ?, HS-grad, Never-married, ?, Unmarried, White, Female,20, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,30, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,40, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,58, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,30, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,48, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,48, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,30, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,44, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,22, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
22, Private, 9th, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
20, Self-emp-not-inc, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,40, United-States, <=50K
24, Local-gov, 10th, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
21, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
23, Private, 10th, Never-married, Handlers-cleaners, Other-relative, Other, Male,40, United-States, <=50K
19, ?, 10th, Never-married, ?, Unmarried, White, Female,35, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
21, ?, HS-grad, Never-married, ?, Not-in-family, White, Female,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,30, United-States, <=50K
19, ?, HS-grad, Never-married, ?, Not-in-family, Other, Male,30, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,30, United-States, <=50K
23, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,60, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,35, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,39, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,40, United-States, <=50K
23, Federal-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
24, ?, Bachelors, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,55, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,50, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,16, United-States, <=50K
19, Without-pay, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,20, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
24, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,40, United-States, <=50K
20, Federal-gov, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,20, United-States, <=50K
